""                 "baseMean"         "log2FoldChange"       "lfcSE"            "stat"                 "pvalue"              "padj"
"ENSG00000230481"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000176393"  46.299262612196    1.12123565590591       0.807871043026004  1.38788939841952       0.165170726581667     0.772875029610739
"ENSG00000176399"  3.44387232270935   -0.284107936692606     1.52858086412571   -0.185863858013887     0.852551525421549     NA
"ENSG00000230489"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000243900"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000243902"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000243903"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000243904"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000083635"  5.85640727205488   -0.782685104421519     1.41974605038356   -0.551285283878811     0.581438124919717     0.999838284898011
"ENSG00000248029"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248027"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000063515"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252599"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252598"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279713"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252591"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252590"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252593"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000167531"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000167536"  4.19977993364479   0.614405775683063      1.43113113860871   0.429314797999829      0.667694149160646     0.999838284898011
"ENSG00000252594"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252597"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000167535"  17.5965342464875   2.58108346789092       1.05534045442869   2.44573536156936       0.0144557062506755    0.189512397204939
"ENSG00000207649"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000188886"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279716"  3.72520969607317   0.642566949673647      1.52514575674213   0.421315108299049      0.673524999304936     NA
"ENSG00000188883"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279717"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000241506"  20.4669228363585   -0.00402023725172873   0.9703502577065    -0.00414307846038077   0.99669431111935      0.999838284898011
"ENSG00000241505"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000094796"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000279719"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226453"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237289"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000239739"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237285"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237286"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237280"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000237281"  0.843372661589906  1.12422743659265       1.4464387205867    0.777238206217708      0.437018244916452     NA
"ENSG00000237282"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237283"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000272254"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000272255"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206941"  0.974783390405466  1.41970395939964       1.51621987906373   0.93634437788555       0.349095906185271     NA
"ENSG00000206947"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206944"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206949"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206948"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000272259"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000101327"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000271781"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000271780"  1.59337266158991   0.0644844995927705     1.57783353254979   0.0408690132783293     0.967400320620846     NA
"ENSG00000271787"  1.85640727205488   1.96411031149123       1.57510504102158   1.24697100214812       0.212408130375148     NA
"ENSG00000200478"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000271784"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000200475"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000049192"  1.86880242401829   -0.461736690935059     1.58784044754693   -0.290795395499844     0.771207807104559     NA
"ENSG00000271789"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000274365"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200471"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000274363"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200473"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200472"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000101323"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237136"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000177042"  10.297840817576    0.534498809526988      1.19327378102991   0.447926383721987      0.654206326477576     0.999838284898011
"ENSG00000237135"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000177047"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000129566"  17.9610152254231   -0.00452726334988327   0.997537855475522  -0.00453843763926647   0.996378863108478     0.999838284898011
"ENSG00000177045"  9.2372380707779    0.587790211744467      1.23738599389646   0.475025751579381      0.63476861857666      0.999838284898011
"ENSG00000272789"  0.843372661589906  1.12422743659265       1.4464387205867    0.777238206217708      0.437018244916452     NA
"ENSG00000272787"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000272784"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000154252"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000272783"  0.75               -1.14979341921515      1.45444311964129   -0.790538594248176     0.429213292138176     NA
"ENSG00000237138"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237139"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000277550"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000283572"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000277556"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000172673"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000277559"  1.84337266158991   -0.139040057289073     1.59034736388098   -0.0874274768185038    0.930331729650748     NA
"ENSG00000172671"  5.84949342535919   -0.0568215281176104    1.34121847397994   -0.0423656020402089    0.966207249312551     0.999838284898011
"ENSG00000112337"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000274098"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000274099"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279068"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223761"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223764"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000223765"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279062"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000274091"  0.281124220529969  0.868835770998757      1.37480329764506   0.63197096812832       0.527405848007029     NA
"ENSG00000223768"  5.91174186641913   0.343518706122812      1.33450052471635   0.257413691310333      0.796859434776689     0.999838284898011
"ENSG00000279061"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000236427"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000236426"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000236425"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279065"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000136750"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270789"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000136754"  30.5231100420582   -0.0815171453842287    0.892448014532275  -0.0913410574698306    0.92722159518069      0.999838284898011
"ENSG00000136758"  71.1455003566418   -0.29795201675254      0.77927544788125   -0.38234493023312      0.702205532137783     0.999838284898011
"ENSG00000270781"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270782"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232508"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232500"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232502"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232503"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232504"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000249087"  6.36880242401829   -2.28836875814214      1.40055337545155   -1.63390328298223      0.102279160305198     0.620853291970369
"ENSG00000116014"  1.12449688211987   1.34463027428781       1.4984934968678    0.897321394519493      0.36954744341281      NA
"ENSG00000116017"  5.37471003495373   -0.680517572252353     1.36045966429334   -0.500211502121847     0.616926160200023     0.999838284898011
"ENSG00000116016"  366.576457125704   -2.72723709269737      0.688418325500738  -3.96159862640735      7.44496174427009e-05  0.00370437150573007
"ENSG00000249082"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000249081"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000234034"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000249089"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000250567"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201707"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000234033"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000242860"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000197674"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201708"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000234030"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000187243"  4.74942006990746   1.38156025994038       1.41481687698751   0.976494048390245      0.328819695803537     0.971970992675832
"ENSG00000201704"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000120440"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201700"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201701"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000249156"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000250560"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000274459"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000180211"  1.36880242401829   -0.103966521550717     1.56397393532596   -0.0664758658711588    0.94699897144451      NA
"ENSG00000271259"  1.34337266158991   0.293478606324223      1.56020913448131   0.188102094673218      0.850796619096599     NA
"ENSG00000187244"  125.96805045612    0.891649558008242      0.748233152713562  1.19167341726915       0.233389325207557     0.890564845770348
"ENSG00000276208"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000276206"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000276205"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000276204"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000271251"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000271250"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223867"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000271252"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270124"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270127"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000270120"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270123"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000174099"  54.3429117883154   -1.09238957046773      0.82548903826413   -1.32332413857954      0.185727607666149     0.810247691263933
"ENSG00000278338"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000224233"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235199"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000187969"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000224237"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000224236"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000224239"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278330"  1.5                -1.96888623526846      1.57737920779674   -1.24820095607737      0.211957473930103     NA
"ENSG00000235190"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000137404"  4.30576090003196   0.930114978563644      1.42460889197476   0.652891459405635      0.513826255321933     0.999838284898011
"ENSG00000235196"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235197"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000264655"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000275576"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000275572"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000220685"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000060138"  126.802661170726   -0.26576287866393      0.719082122856886  -0.369586268683839     0.711690783799372     0.999838284898011
"ENSG00000275578"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000281593"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704257     0.47069941505666      NA
"ENSG00000044012"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000231857"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000282998"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000231855"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000231852"  1.09337266158991   0.602685006036431      1.52824289670879   0.394364670259137      0.69331182369254      NA
"ENSG00000231851"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000130751"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000180818"  5.37471003495373   -0.625605039924793     1.46139667590388   -0.428087082884497     0.668587720736747     0.999838284898011
"ENSG00000231859"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000130755"  38.9445356020097   -0.86424931814863      1.01127015464175   -0.854617645128464     0.392762855913765     0.999838284898011
"ENSG00000186115"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206150"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000110756"  10.2738435965756   0.300086775686068      1.17233842427427   0.25597282275537       0.797971822656041     0.999838284898011
"ENSG00000248840"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248842"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248843"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248844"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248846"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000253572"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248848"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000134278"  12.3242768157647   -0.982068231818718     1.12960752890708   -0.869388886570974     0.384634459664371     0.999838284898011
"ENSG00000202474"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000230813"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000230814"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000266312"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000064726"  56.4086885915316   -0.0745140079248442    0.771709521635952  -0.0965570669218666    0.923078152749904     0.999838284898011
"ENSG00000230818"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000230819"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000217791"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000072506"  67.3037972101124   0.542741546398637      0.749723958305363  0.723921838679694      0.469113721770112     0.999838284898011
"ENSG00000283688"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000181135"  4.00612076376929   0.011562659839099      1.44230103146387   0.00801681451157492    0.993603575990099     0.999838284898011
"ENSG00000134183"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000270587"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000134186"  11.0675761219028   0.0128337017791135     1.13462461918535   0.0113109671358339     0.990975346387635     0.999838284898011
"ENSG00000134184"  16.2237771546452   -1.72853871110507      1.13630592885367   -1.52119131583592      0.128211834089528     0.689861276545339
"ENSG00000227224"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000262712"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000262714"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259833"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259832"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000248213"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000037042"  15.7427193760456   -0.790583719008296     1.04149991917159   -0.759081882250294     0.44780357643187      0.999838284898011
"ENSG00000284715"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260622"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260620"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260621"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260626"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000284716"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000078487"  6.90461486688959   0.111189579263062      1.4114528688297    0.078776685866425      0.937210248388827     0.999838284898011
"ENSG00000260625"  1.5                -1.96888623526846      1.57737920779674   -1.24820095607737      0.211957473930103     NA
"ENSG00000248215"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260628"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260629"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000042753"  83.7548203531501   0.59613517712926       0.778516569751849  0.765732163310637      0.443835685270242     0.999838284898011
"ENSG00000196096"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000283685"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000283684"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000105855"  12.8009785816748   0.916243261106155      1.48999939431989   0.614928613124955      0.538601865622241     0.999838284898011
"ENSG00000105854"  82.1677577873646   0.155542553616663      0.724499235294938  0.214689741602478      0.83000922111344      0.999838284898011
"ENSG00000111481"  139.643254378675   1.39986466767737       0.690572294274771  2.02710806570584       0.0426513621932537    0.371048593423454
"ENSG00000105856"  39.2741162778185   -0.997454113555034     0.874715600404216  -1.14031819381534      0.254153760667253     0.916311669329428
"ENSG00000105851"  2.84337266158991   -0.765754286208609     1.55681329987811   -0.491872908760841     0.62280919098455      NA
"ENSG00000079689"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000105852"  1.25               -1.47565911817382      1.52134634374755   -0.969969214596336     0.332061837503948     NA
"ENSG00000142252"  7.47298407171882   1.80474469568122       1.30326187990538   1.38479051947123       0.166116530687052     0.773390076215334
"ENSG00000012174"  15.1048211062021   0.101446655809586      1.04151532690919   0.097402940877154      0.922406409353689     0.999838284898011
"ENSG00000131002"  4.78011798476972   0.0964638509971654     1.53888655301376   0.0626841860488353     0.950017990331447     0.999838284898011
"ENSG00000012171"  57.6154419002811   0.587199262421762      0.904455999934886  0.649229218960387      0.516190228246883     0.999838284898011
"ENSG00000220447"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000131007"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000135587"  8.38003771579662   1.6917839743918        1.33137680501695   1.27070260501517       0.203834468496386     0.843897593955628
"ENSG00000283210"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000214111"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000257022"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000214110"  10.85625364763     0.772481627373555      1.20025551194448   0.643597650405363      0.519836374262911     0.999838284898011
"ENSG00000196098"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000071082"  1222.21678876568   1.38009019693142       0.730639925247597  1.88887870651709       0.0589080833033694    0.445740391776784
"ENSG00000124490"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000139780"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000180660"  1.5                -1.96888623526846      1.57737920779674   -1.24820095607737      0.211957473930103     NA
"ENSG00000180663"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000180662"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000180667"  6.94387232270935   -1.38788412108018      1.40381065474861   -0.988654785020643     0.322832071966382     0.969642018752196
"ENSG00000188419"  15.7820363602744   0.423276187259256      1.25468488761371   0.337356567722981      0.735848121438357     0.999838284898011
"ENSG00000135632"  17.0210380421287   1.58943628909221       1.05098705725095   1.51232717674913       0.130450650684988     0.693047699949508
"ENSG00000135631"  34.5406197220307   0.0805608783010107     0.847060076316256  0.0951064517777281     0.924230273530722     0.999838284898011
"ENSG00000135636"  19.3979141730278   -1.21274977429687      1.06987276255788   -1.13354579791096      0.256985120066649     0.918247786900026
"ENSG00000135637"  3                  -2.99283727039277      1.57838199497305   -1.89614255606348      0.0579411966382824    NA
"ENSG00000210195"  2.61880242401829   -0.874416776908612     1.58712958926476   -0.550942268875278     0.581673250471639     NA
"ENSG00000147155"  19.1353653966395   0.636892870048534      0.983273075735584  0.647727356484439      0.517161307238315     0.999838284898011
"ENSG00000263445"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000112539"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000263443"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000272905"  0.25               -0.855266917860253     1.36709826282933   -0.625607493707295     0.531572422357683     NA
"ENSG00000114503"  41.304447415422    -0.635410279348122     0.830265488146315  -0.765309757444893     0.444087115137515     0.999838284898011
"ENSG00000258629"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000184992"  16.9980470568885   0.610473923893484      1.02198749073325   0.597339917982252      0.550280458453557     0.999838284898011
"ENSG00000116670"  23.0958947879859   0.397383851363501      0.993556148091963  0.399961141729777      0.68918513768303      0.999838284898011
"ENSG00000259767"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704256     0.470699415056661     NA
"ENSG00000224296"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000115677"  225.700908693409   -0.584065670125466     0.67261176744761   -0.868354819812098     0.385200120181104     0.999838284898011
"ENSG00000259763"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259762"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704257     0.47069941505666      NA
"ENSG00000259761"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259760"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000259769"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259768"  2.66253494934553   -1.39143059395094      1.56205264423867   -0.89077061460314      0.373052242766641     NA
"ENSG00000261971"  5.74899376423975   -0.471090682825473     1.4392089291936    -0.32732612567199      0.743421234403323     0.999838284898011
"ENSG00000267591"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267590"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000261978"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000258627"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000116852"  3.52442352666814   0.291023836071481      1.47235123770838   0.197659246393164      0.843311677223592     NA
"ENSG00000226284"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267594"  0.281124220529969  0.868835770998757      1.37480329764506   0.63197096812832       0.527405848007029     NA
"ENSG00000267597"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000162592"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000263199"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000219747"  7.24820068131335   1.07877166361209       1.31241069826519   0.821977194363064      0.411089876568363     0.999838284898011
"ENSG00000267733"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000125255"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227258"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227259"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227256"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227257"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227254"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227255"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227252"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227253"  0.412534949345529  0.980971711963575      1.41086714043019   0.695297015468418      0.486869184255752     NA
"ENSG00000267734"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000105143"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000105141"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000105146"  2.15562110264984   0.436594200998897      1.59058929104633   0.274485816958879      0.783711301651559     NA
"ENSG00000267630"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267631"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200558"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267633"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000267634"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267636"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000267637"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000186543"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235949"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211798"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235940"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235943"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235942"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000146205"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000235944"  1.57506989869106   0.0693106830645571     1.57789756845474   0.0439259711468052     0.964963413295282     NA
"ENSG00000235947"  0.843372661589906  1.12422743659265       1.4464387205867    0.777238206217708      0.437018244916452     NA
"ENSG00000235946"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000164418"  1.85640727205488   1.96411031149123       1.57510504102158   1.24697100214812       0.212408130375148     NA
"ENSG00000242509"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000164411"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000222150"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000242507"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280163"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000222154"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000202227"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255776"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000100532"  9.50532768084289   0.128201816524643      1.17693910890732   0.108928164213752      0.913259467743297     0.999838284898011
"ENSG00000198937"  18.1205314674879   2.6140727027201        1.06266428871726   2.45992335535764       0.0138966689667964    0.185197903800522
"ENSG00000276478"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000077454"  9.6550411725573    0.16005183797617       1.17972361748677   0.135668927538415      0.892083012789638     0.999838284898011
"ENSG00000273419"  2.9621750856082    -0.0245894180978559    1.55327779196489   -0.0158306635329862    0.987369485537313     NA
"ENSG00000263606"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252362"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000077458"  12.7994865118378   -0.0321434962486576    1.14479812088348   -0.0280778729998712    0.977600041902999     0.999838284898011
"ENSG00000201465"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226285"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000139292"  2                  -2.37571577345732      1.59041100019256   -1.49377473695144      0.135234506711565     NA
